ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Taiwan)	Indonesian	Persian	Hebrew
MMI-0172	운행할 때마다								After vehicle On																								आफ्टर व्हीकल चालू है	গাড়ি চালু হওয়ার পর	वाहन चालू केल्यानंतर	వాహనం ఆన్ చేసిన తరువాత	இக்னிஷியன் பின்	વાહન ચાલુ થયા પછી	ವಾಹನ ಆನ್ ಆದ ನಂತರ	ଗାଡ଼ି ଅନ୍ ହେବା ପରେ	വാഹനം ഓണാക്കിയ ശേഷം	ਵਾਹਨ ਚਾਲੂ ਹੋਣ ਤੋਂ ਬਾਅਦ				
MMI-0173	주유할 때마다								After refuelling																								ईंधन भरने के बाद	আবার জ্বালানি ভরার পরে	इंधन भरल्यानंतर	రీఫ్యూయిలింగ్ తరువాత	எரிபொருளை மீண்டும் நிரப்பியதற்கு பின்	બળતણ ફરીથી ભરાવ્યા પછી	ಪುನಃ ಇಂಧನ ಪೂರೈಸಿದ ನಂತರ	ଇନ୍ଧନ ପରେ	ഇന്ധനം നിറച്ചതിന് ശേഷം	ਮੁੜ-ਬਾਲਣ ਪੁਆਉਣ ਤੋਂ ਬਾਅਦ				
MMI-0174	끄기								Off																								बंद करें	অফ	ऑफ	ఆఫ్	முடக்கு	બંધ	ಆಫ್‌	ଅଫ୍	ഓഫ്	ਬੰਦ				
MMI-0175	기어 변속 알림								Gear position pop-up																								गियर स्थिति पॉप-अप	গিয়ারের অবস্থানের পপ-আপ	गियर स्थिती पॉप-अप	గేర్ పొజిషన్ పాప్-అప్	கியர் நிலை பாப்-அப்	ગિયરની સ્થિતિ પોપ-અપ થાય છે	ಗಿಯರ್‌ ಪೊಸಿಶನ್‌ ಪಾಪ್ ಅಪ್‌	ଗିଅର୍ ସ୍ଥିତି ପପ୍-ଅପ୍	ഗിയർ സ്ഥാന പോപ്-അപ്പ്	ਗੀਅਰ ਸਥਿਤੀ ਲਈ ਪੌਪ-ਅੱਪ				
MMI-0176	와이퍼/라이트 모드 표시								Wiper/Lights display																								वाइपर/लाइट्स डिस्प्ले	ওয়াইপার/আলোর ডিসপ্লে	वायपर/लाइट्स डिस्प्ले	వైపర్/ లైట్స్ డిస్‌ప్లే	வைப்பர் / விளக்குகள் காட்சி	વાઇપર / લાઇટ્સ ડિસ્પ્લે	ವೈಪರ್‌/ಲೈಟ್ಸ್ ಡಿಸ್‌ಪ್ಲೇ	ୱିପର୍/ଲାଇଟ୍ ଡିସପ୍ଲେ	വൈപ്പറിന്‍റെ/ലൈറ്റുകളുടെ ഡിസ്പ്ലേ	ਵਾਈਪਰ/ਲਾਈਟਸ ਡਿਸਪਲੇ				
MMI-0177	도로 결빙 알림								Icy road warning																								बर्फ़ीली सड़क की चेतावनी	বরফে আচ্ছাদিত রাস্তার সতর্কতা	बर्फाळ रोड चेतावणी	ఐసీ రోడ్డు వార్నింగ్	பனி கொட்டியுள்ள சாலைக்கான எச்சரிக்கை	બર્ફીલા માર્ગની ચેતવણી	ಹಿಮ ರಸ್ತೆಯ ಎಚ್ಚರಿಕೆ	ବରଫ ସଡକ ଚେତାବନୀ	ഐസുള്ള റോഡ് മുന്നറിയിപ്പ്	ਬਰਫ਼ੀਲੇ ਮਾਰਗ ਸੰਬੰਧੀ ਚਿਤਾਵਨੀ				
MMI-0178	워셔액 연동								Activation on washer fluid use																								वॉशर फ्लूइड उपयोग पर सक्रिय करें	ওয়াশার তরল ব্যবহারে সক্রিয়করণ	वॉशर फ्लुइडच्या वापराची सक्रियता	వాష్డ్ ఫ్లూయిడ్ ఉపయోగంపై యాక్టివేషన్	வாஷர் திரவம் பயன்பாடு செயலில் உள்ளது	વોશર પ્રવાહીના ઉપયોગ પર સક્રિયકરણ	ವಾಶರ್ ಫ್ಲೂಯಿಡ್ ಬಳಕೆಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ	ୱାଶର୍ ଫ୍ଲୁଇଡ୍ ବ୍ୟବହାର ଉପରେ ସକ୍ରିୟକରଣ	വാഷർ ഫ്ലൂയിഡ് ഉപയോഗം സജീവമാക്കൽ	ਧੋਣ ਵਾਲੇ ਤਰਲ ਦੀ ਵਰਤੋਂ ’ਤੇ ਕਿਰਿਆਸ਼ੀਲਤਾ				
MMI-0179	습기 발생 저감								Auto dehumidify																								ऑटोमेटिक ह्यूमिडिटी कम करना	স্বয়ংক্রিয় আর্দ্রতা অপসারণ	आर्द्रता स्वयंचलितपणे कमी होणे	ఆటో డీహ్యూమిడిఫై	தானியங்கி ஈரப்பதமகற்றுதல்	આપમેળે ભેજ દૂર કરે છે	ಅಟೋ ಡಿಹ್ಯೂಮಿಡಿಫೈ	ଅଟୋ ଡିହମାଇଡିଫ୍	ഓട്ടോ ഡീഹ്യൂമിഡിഫൈ	ਸਵੈਚਲਿਤ ਸਿੱਲ ਸੁਕਾਅ				
MMI-0180	밝기	Brightness	Brillo	Luminosité	Brilho	亮度	明るさ	Brightness	Brightness	Helligkeit	Luminosité	Luminosità	Brillo	Luminosidade	Luminozitate	Helderheid	Lysstyrke	Ljusstyrka	Lysstyrke	Jasność	Jas	Jas	Яркость	Яскравість	Svetlost	Svjetloća	Яркост	Φωτεινότητα	Kirkkaus	Fényerő	Parlaklık	السطوع	ब्राइटनेस	উজ্জ্বলতা	तेजस्विता	ప్రకాశం	வெளிச்சம்	બ્રાઇટનેસ	ಪ್ರಖರತೆ	ଔଜଲ୍ୟତା	തെളിച്ചം	ਚਮਕ		Kecerahan	روشنایی	בהירות
MMI-0181	색상	Color	Color	Couleur	Cor	颜色	色	Colour	Colour	Farbe	Couleur	Colore	Color	Cor	Culoare	Kleur	Farve	Färg	Farge	Kolor	Barva	Farba	Цвет	Колір	Barva	Boja	Цвят	Χρώμα	Väri	Szín	Renk	اللون	रंग	রং	रंग	రంగు	வண்ணம்	રંગ	ಕಲರ್	ରଙ୍ଗ	നിറം	ਰੰਗ		Warna	رنگ	צבע
MMI-0182	어두운 곳 주행 시 밝기 낮춤	Dimmed in Dark	Atenuar en la oscuridad	Atténué dans l'obscurité	Atenuar no escuro	在黑暗环境中变暗	暗所走行時の明るさ調節	Dimmed in dark	Dimmed in dark	Bei Dunkelheit gedimmt	Atténué dans le noir	Oscurato al buio	Atenuado en oscuridad	Escurecido na escuridão	Estompare când se întunecă	Gedimd in het donker	Dæmpet i mørke	Dimmad vid mörker	Dimmet når det er mørkt	Przyciemniono w ciemności	Ztlumení za tmy	Tlmené svetlo v tme	Затемнено в темноте	Затемнено в темноті	Zatemnjeno v temi	Zatamnjena u mraku	Затъмнено на тъмно	Μειωμ. φωτειν. στο σκοτάδι	Himmennetty pimeällä	Tompított fény sötétségben	Karanlıkta kısılır	خافت في الظلام	अंधेरे में मंद	গাড়ি চালানাের সময় অনুজ্জ্বল হয়ে যায়	ड्रायव्हिंग करताना मंद केलेले	చీకట్లో మసకగా చేయబడింది	இருட்டில் மங்கிவிடும்	અંધારામાં ડિમ કરેલ	ಕತ್ತಲ್ಲಲ್ಲಿ ಮಂಕಾಗಿರುತ್ತದೆ	ଗାଡି ଚଳାଇବା ସମୟରେ ଡିମ୍ନ	ഡ്രൈവ് ചെയ്യുന്ന സമയത്ത് ഡിം ചെയ്തത്	ਡਾਈਵਿੰਗ ਦੌਰਾਨ ਡਿਮ ਕੀਤਾ ਗਿਆ		Diredupkan saat Gelap	کم‌نور در تاریکی	מעומעם בחשכה
MMI-0183	드라이브 모드 연동	Link to Drive Mode	Vincular a Modo conducc	Associer au Mode de conduite	Vincular ao Modo condução	驾驶模式联动	ドライブモード連動	Link to drive mode	Link to drive mode	Anhand Fahrmodus	Selon le mode de conduite	Colleg. a modalità di guida	Vincular modo conducción	Associar modo condução	Asoc. cu modul de cond.	Koppelen aan rijmodus	Link til driftsmodus	Länk till körläge	Etter kjøremodus	Połącz z trybem jazdy	Podle jízdního režimu	Prepojenie k režimu jazdy	Привязка к реж. вожд-ия	Покликання на режим водіння	Povezava do načina vožnje	Prema režimu vožnje	Връзка към реж. на шоф.	Σύνδεση σε πρόγραμμα οδήγησης	Yhdistä ajotilaan	Vezetési üzemmód alapján	Sürüş moduna bağla	إرتباطاً بوضع القيادة	ड्राइव मोड से लिंक करें	ড্রাইভ মোডে যুক্ত করুন	ड्राइव्ह मोडला जोडा	డ్రైవ్ మోడ్‌కు లింక్ చేయండి	டிரைவ் மோடுக்கு இணை	ડ્રાઇવ મોડમાં લિંક	ಡ್ರೈವ್ ಮೋಡ್‌ಗೆ ಲಿಂಕ್ ಮಾಡಿ	ଡ୍ରାଇଭ୍ ମୋଡକୁ ଲିଙ୍କ୍ କରନ୍ତୁ	ഡ്രൈവ് മോഡിലേക്ക് ലിങ്ക് ചെയ്യുക	ਡ੍ਰਾਈਵ ਮੋਡ ਲਈ ਲਿੰਕ		Tautkan ke Mode Berkendara	لینک به حالت رانندگی	קישור ללחצן Drive Mode
MMI-0184	도어 잠금 해제 시								On door unlock																								दरवाजा अनलॉक होने पर	দরজা আনলকে	दार अनलॉक केल्यावर	డోర్ అన్‌లాక్‌పై ఎనేబుల్ చేస్తుంది	கதவு திறக்கப்படும்போது	દરવાજા અનલૉક પર	ಬಾಗಿಲು ಅನ್‌ಲಾಕ್‌ ಆದಾಗ	କବାଟ ଅନଲକ୍ ସମୟରେ	വാതിൽ അൺലോക്കിൽ	ਦਰਵਾਜ਼ਾ ਅਨਲਾਕ ਹੋਣ ’ਤੇ				
MMI-0185	운전자 접근 시								On driver approach																								ड्राइवर के पहुंचने पर	চালকের এগিয়ে আসায়	ड्रायव्हर आल्यावर	డ్రైవర్ అప్రోచ్‌పై ఎనేబుల్ చేస్తుంది	ஓட்டுநர் அணுகும்போது	ડ્રાઇવરના અભિગમ પર	ಚಾಲಕರು ಸಮೀಪಿಸಿದಾಗ	ଡ୍ରାଇଭର ଆଭିମୁଖ୍ୟ ଉପରେ	ഡ്രൈവർ സമീപനത്തിൽ	ਡ੍ਰਾਈਵਰ ਦੇ ਪਹੁੰਚਣ ’ਤੇ				
MMI-0186	버튼								Button																								बटन	বোতাম	बटण	బటన్	பட்டன்	બટન	ಬಟನ್	ବଟନ୍	ബട്ടൺ	ਬਟਨ				
MMI-0187	초기값								Centre																								केंद्र	সেন্টার	केंद्र	సెంటర్	செண்டர	કેન્દ્ર	ಸೆಂಟರ್	ସେଣ୍ଟର୍	സെന്‍റർ	ਕੇਂਦਰ				
MMI-0188	목적지 주변 음성 안내 종료								Mute navigation near destination																								गंतव्य के पास वॉइस नेविगेशन म्यूट करें	কাছাকাছি গন্তব্যে ভয়েস নেভিগেশন নীরব করুন	जवळील गंतव्यस्थान आवाज नेव्हिगेशन निःशब्द करा	గమ్యస్థానం సమీపంలో వాయిస్ నావిగేషన్‌ ని మ్యూట్ చేయండి	அருகிலுள்ள சேருமிட குரல் வழிசெலுத்தலை முடக்கு	નજીકના લક્ષ્યસ્થાનનું વોઇસ નેવિગેશન મ્યૂટ કરો	ಹತ್ತಿರದ ಡೆಸ್ಟಿನೇಶನ್‌ನ ಧ್ವನಿ ನ್ಯಾವಿಗೇಶನ್ ಮ್ಯೂಟ್ ಮಾಡಿ	ନିକଟବର୍ତ୍ତୀ ଲକ୍ଷ୍ୟସ୍ଥଳକୁ ମ୍ୟୁଟ୍ ଭଏସ୍ ନେଭିଗେସନ୍	ല.സ്ഥാനത്തിന് സമീപം ശബ്ദ നാവിഗേ. നിശബ്ദമാ.	ਮੰਜ਼ਿਲ ਦੇ ਨੇੜੇ ਵੌਇਸ ਨੈਵੀਗੇਸ਼ਨ ਮੌਨ ਕਰੋ				
MMI-0189	카메라 경고 시점								Camera alert settings																								कैमरा अलर्ट सेटिंग्स	ক্যামেরা সতর্কতা সেটিংস	कॅमेरा सतर्क सेटिंग्स	కెమెరా హెచ్చరిక సెట్టింగ్‌లు	கேமரா எச்சரிக்கை அமைப்புகள்	કેમેરા ચેતવણીની સેટિંગ્સ	ಕ್ಯಾಮರಾ ಅಲರ್ಟ್ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	କ୍ୟାମେରା ସତର୍କ ସେଟିଂସ୍	ക്യാമറ സൂചനാ ക്രമീകരണങ്ങൾ	ਕੈਮਰਾ ਚਿਤਾਵਨੀ ਸੰਬੰਧੀ ਸੈਟਿਗਾਂ				
MMI-0190	주의 구간								Safety alerts																								सुरक्षा चेतावनी	নিরাপত্তা সতর্কতা	सुरक्षा सतर्कता	భద్రతా హెచ్చరిక	பாதுகாப்பு எச்சரிக்கைகள்	સુરક્ષાની ચેતવણી	ಸುರಕ್ಷತೆ ಎಚ್ಚರಿಕೆಗಳು	ସୁରକ୍ଷା ସତର୍କଗୁଡିକ	സുരക്ഷാ സൂചനകൾ	ਸੁਰੱਖਿਆ ਚਿਤਾਵਨੀ				
MMI-0191	비프음								Beep																								बीप	বীপ	बीप	బీప్	பீப்	બીપ	ಬೀಪ್	ବିପ୍	ബീപ്	ਬੀਪ				
